Index,volatilityQQQ,volatilityTSLA,volatilityMSFT,volatilityINTC,volatilityAAPL,volatilityNFLX,volatilityAMZN,volatilityFB,volatilityGOOG,volatilitySQ,volatilityTWTR,volatilityDATA,volatilityAMD,volatilitySBUX,volatilityWMT,volatilityTGT,volatilityJWN,volatilityPG,volatilityJNJ,volatilityKO,volatilityVRSN,volatilityPANW,volatilityNVDA,volatilityRHT,volatilityUSO,volatilityDIS,volatilityHD,volatilityDUK,volatilitySPOT,volatilityWDC,volatilityGLD,volatilitySLV,volatilityBABA,volatilityBP,volatilityBUD,volatilityGLW,volatilityPFE,volatilitySFIX,volatilitySTX,volatilityT,volatilityV,volatilityXLE,volatilityXLB,volatilityXLI,volatilityXLY,volatilityXLP,volatilityXLV,volatilityXLF,volatilityXLK,volatilityXTL,volatilityXLU,volatilityXLRE,volatilityTLRY,volatilityMU
2016-01-19,0.327787464126874,0.345804572771813,0.354831093381352,0.605652138642851,0.364805926313101,0.82337667630358,0.456220542454125,0.444783779622622,0.326858058448957,0.707413293960968,0.476037566533238,0.486824137571193,0.98229876290529,0.331902453272811,0.304882477699893,0.256874101706083,0.341819160994161,0.206051489073092,0.19337120139869,0.149263999182069,0.283164356446668,0.371021243528483,0.40032484780269,0.229443825424732,0.399353545251481,0.345444549657871,0.329161440130251,0.138893524254142,0,0.253772915818188,0.172799454496605,0.26604620835238,0.519819077332125,0.544054561895959,0,0.241765697650601,0.213222409816562,0,0.468354078271927,0.202340992254101,0.250451966788063,0.388061947862901,0.220156253282663,0.227141284807421,0.255307817463113,0.181523880355361,0.280107018624947,0.236034390103702,0.295873238985095,0.282415482648732,0.139495336545005,0.158257387940629,0,0.47655563378142
2016-01-20,0.329084201879235,0.359243651394479,0.357514986086403,0.604411567902226,0.35790142456414,0.626519032705727,0.454587397702251,0.440034138478592,0.323816502525307,0.708729183492161,0.610872456687763,0.48409198790423,0.964184021119651,0.363183923794888,0.329010254992917,0.270168350851225,0.318158083692856,0.208645240367255,0.20826740175291,0.160529601544849,0.282482582659284,0.370155079970228,0.398570494649197,0.229353651276224,0.365156209518071,0.347213077682027,0.343922631320625,0.198221977391308,0,0.263912313856922,0.170190885131024,0.269600334565823,0.521152363476408,0.54103435921117,0,0.223489878549759,0.199670339094366,0,0.448126211122678,0.20849255352255,0.248604919077526,0.367430482611118,0.207325306421319,0.224928208740031,0.255055687547485,0.188877397457069,0.283724738061339,0.240327699330213,0.294469681995345,0.283054971494909,0.191018182074438,0.192045379945891,0,0.516260029703515
2016-01-21,0.297625992923716,0.369037571448648,0.3136277348912,0.587178984793058,0.272312144378553,0.661000867438141,0.426477130927237,0.365570500744871,0.320596911366066,0.811963916935577,0.628769984732873,0.461902155040161,1.31397677126618,0.387559063880115,0.313552793433848,0.302140639237806,0.386344552285451,0.218742369803298,0.207466612951866,0.135799833206409,0.283547901359042,0.369048552122905,0.389767005885468,0.238837554450805,0.490786538833739,0.372165273731017,0.394596920892266,0.193260567444196,0,0.263257438636353,0.150399212578509,0.245900329739012,0.472722552771517,0.563970099199822,0,0.216671238063611,0.198695686848473,0,0.485023286336376,0.207351191666431,0.254674093398485,0.425892441526446,0.20802578136112,0.199275193580885,0.261044417281807,0.185968283556619,0.269203668410563,0.215711168445481,0.265181562264003,0.264354324615642,0.187812679608399,0.201220055885378,0,0.805099272292354
2016-01-22,0.344024039624605,0.375010158176054,0.377232245231069,0.593741063819353,0.391365854141823,0.654950023820994,0.484875137117309,0.433818301472451,0.343386524928461,0.79746501533076,0.633774173815243,0.461872845923109,1.28415552892116,0.386399012099616,0.307568228951835,0.279714843185182,0.268547628574931,0.202281729090339,0.21193192295522,0.1614915848799,0.288807377289662,0.429454075818053,0.417587295412193,0.334890546924783,0.71350824355321,0.421192581087889,0.413914294448753,0.209293036807707,0,0.357639808570823,0.150580274640608,0.208866580568061,0.451300801075995,0.572708435891009,0,0.224150386392728,0.19217797408965,0,0.474507164940637,0.219260960110806,0.267116909319535,0.500426411191537,0.247042503005737,0.207487695414618,0.2789368871106,0.207950259952816,0.277590771783194,0.249757091129172,0.308656583633855,0.332537917754145,0.211185408089133,0.240504629845911,0,0.8418728668524
2016-01-25,0.351905564214057,0.398469529743891,0.380721771083757,0.577349586282924,0.40547919039098,0.601600068021888,0.471094300021018,0.437139994262484,0.360619962941211,0.713841632526698,0.660607901821409,0.493848487543461,1.20096737820963,0.403081119436302,0.309458002186814,0.262502366841751,0.302459411410359,0.201923319466612,0.210692065108279,0.161564994096622,0.288659782645459,0.428210916812762,0.416522814204574,0.33481121168086,0.779391853726506,0.423084168947219,0.403427818610922,0.204080350970588,0,0.367958194496204,0.151823208324214,0.217071310944334,0.448878003270211,0.602318218360013,0,0.238359626956588,0.193334294674504,0,0.510715945976409,0.21974394660126,0.259529380008851,0.553038322774885,0.283774542924461,0.213003040783145,0.279630943579583,0.2062455305351,0.274304899309213,0.261162498412649,0.313239571102712,0.330944943490898,0.216594072697191,0.235901250152889,0,0.831337054119255
2016-01-26,0.348888445121112,0.387237294501931,0.379252031096757,0.566545307523914,0.39869705114473,0.574149562906109,0.475040353210227,0.422397437619947,0.350451341955448,0.667682668345811,0.66129462005797,0.475012752196808,1.1861270086643,0.379602384293185,0.309384788216551,0.286133113202672,0.329361747006512,0.241032169268146,0.341133160818054,0.146625559954376,0.272268704836426,0.444409861184153,0.406460591280764,0.322662091989288,0.839467297492097,0.415899619244583,0.393413310901961,0.200327049282792,0,0.60697728126804,0.154643332929585,0.225507192972249,0.383140639811833,0.634827438159941,0,0.397072080725932,0.19758877617653,0,0.620608040687753,0.221347128675315,0.246966082528274,0.595025516666391,0.30844127273853,0.238809769361346,0.285783460605684,0.21119254049463,0.267872138833851,0.280869568692856,0.310588118374217,0.367600810520008,0.217639084021101,0.23823161569002,0,0.821046384619346
2016-01-27,0.321958479734101,0.338117201049516,0.373576658554726,0.560417160064888,0.529887104413642,0.502639298407667,0.37465506913927,0.395180136774733,0.305796617677305,0.679250400452563,0.630102820037531,0.412690904939093,1.17421384178108,0.360760770228274,0.26128108232801,0.263249366180404,0.286839709575638,0.231448071184686,0.328379170121992,0.141569671543469,0.170810694685758,0.384977841003219,0.379846535872786,0.35688479164494,0.849129094279787,0.401158898769336,0.290270300268092,0.198650122319233,0,0.594411370887294,0.154367481783296,0.19630448130825,0.341217924220084,0.636824424017215,0,0.382392517787812,0.162627884202431,0,0.625065572691002,0.214641987647799,0.229862450030899,0.577725959594419,0.288082710125672,0.208486921929677,0.230033250160271,0.183317969911497,0.214302171678189,0.25137239855653,0.294550680070354,0.340828762884087,0.217362271650612,0.236338826716552,0,0.797221699990021
2016-01-28,0.307848214985983,0.280937697735389,0.348360559123285,0.531116099974727,0.511971281376537,0.568399906033781,0.590235794951116,0.874454123555048,0.373618079529105,0.631633033046004,0.605465419080703,0.550651082489,1.17653505799684,0.380247558009079,0.246141840870861,0.246040989845212,0.284523268444876,0.235996404237131,0.318700466108857,0.152833610295503,0.242614823657166,0.361580286256767,0.369489542476541,0.350455374694719,0.896401869317175,0.395609467500333,0.276637883861295,0.207468255634493,0,0.676897245514997,0.132731351338979,0.176516463912036,0.344947211946376,0.556361594245573,0,0.378867746269046,0.0901545730905631,0,0.556620578922917,0.20488439603983,0.235862168859826,0.553790061995122,0.273295920244459,0.198556316335744,0.237684324992975,0.18913627475077,0.192783506789579,0.242525667353283,0.283457347098258,0.329455024692134,0.219172507636205,0.240892917592277,0,0.810618506895374
2016-01-29,0.272178405432297,0.295635176300733,0.38894176825024,0.215972515283177,0.540128790187889,0.56757585115778,0.718380304406944,0.829613107536047,0.326584430200172,0.620844154575929,0.572438340094009,0.576534878330115,1.11437155479384,0.384005570291213,0.262381337448714,0.262855290670447,0.287308594932174,0.216341753418441,0.296904158108182,0.140405111922569,0.244605235564271,0.556010982923724,0.275188216271512,0.413148776789249,0.839232532874685,0.30232423592303,0.305376051501776,0.236888478912119,0,0.70636231126678,0.126868374177225,0.176686265175395,0.299131585651371,0.425132887091089,0,0.361927328155964,0.104084018195174,0,0.765843779899637,0.195668317845102,0.456778863328966,0.537509562681153,0.301899355860662,0.224772490707299,0.204293413931937,0.180396248636493,0.209510878302479,0.266248014406131,0.27864491570705,0.302141440714931,0.227492697989804,0.223965739049357,0,0.982704523265463
2016-02-01,0.272108117038745,0.35759147175787,0.386819187167697,0.223750605693957,0.542068250759057,0.535545554689842,0.729108444745124,0.824727712283952,0.327174031777129,0.489725069565367,0.537392351827996,0.578621957508863,1.0983051734848,0.384349510529887,0.267062499209078,0.245094280084859,0.288693589448358,0.21551773186246,0.300478951399051,0.135210806161567,0.244119089922488,0.520706694935242,0.278777691650911,0.39429383028494,0.911855092718967,0.306429734326674,0.305244540039005,0.250146358318111,0,0.706310703455936,0.129680246825838,0.173925849393343,0.291941214801979,0.449109344172894,0,0.355765422652489,0.115305898470017,0,0.791962928685238,0.18896852401588,0.454077860102799,0.529298068911492,0.290065636138125,0.226103686768315,0.20458424092544,0.176328446942272,0.209831559593839,0.267885045757754,0.277709505814948,0.30330697389755,0.221654737820875,0.249980505976753,0,0.972124787477812
2016-02-02,0.304059343701304,0.509999186074159,0.444580566258771,0.298598517137939,0.552500338900307,0.532336806736669,0.761090208879608,0.818682698508667,0.320903921202304,0.50175935426452,0.780487432150003,0.587675597285237,1.07913935728251,0.345424211321238,0.194223656009359,0.16722395209296,0.314258753470605,0.213797507453536,0.278845676188817,0.135756709822659,0.265620124759634,0.541633227455921,0.391706626726971,0.435298827332917,0.946170735279879,0.319050344984057,0.250213111265894,0.186625414531844,0,0.759322392383133,0.118609727384334,0.172053834236282,0.310590052839393,0.689908002110425,0,0.403530664508483,0.115301557169881,0,0.856770648428667,0.141484077613527,0.457806418289908,0.545614799011468,0.289201100139994,0.245046488197896,0.23328336984144,0.177237639537492,0.221963611820334,0.291700887563559,0.298233922560646,0.356767583191454,0.150086606175872,0.204461498934042,0,0.897713683383835
2016-02-03,0.305987155253328,0.547422504470077,0.455422058707586,0.310806277517105,0.564809403809383,0.494120157369422,0.780273134451391,0.836354546122194,0.456503486514321,0.308848787116845,0.786225850904438,0.58225751960296,0.725166162966971,0.321313668556368,0.214763417310853,0.190324355581781,0.294728316520966,0.213211288812239,0.276288167835075,0.136129920957223,0.297635054431477,0.536577734459091,0.388228283453702,0.43539418084626,1.03283756356773,0.328958785784429,0.224707345508797,0.185598127350605,0,0.716708720769408,0.125082851862807,0.209585624182958,0.24255950871481,0.673709967237916,0,0.404322389852451,0.137337639823263,0,0.850082225432997,0.13997016966362,0.458347466094669,0.552113855816429,0.330377255187469,0.256510679548063,0.22707854596533,0.180928571269746,0.226866202610082,0.290425734271239,0.299597862467439,0.362140749256579,0.142798065543539,0.202603789537403,0,0.795685512021236
2016-02-04,0.256600490117726,0.543782786528853,0.413693130424326,0.318013503889919,0.472710873124064,0.493932567527343,0.742106481786046,0.851949454995096,0.458026566481412,0.502197945008717,0.801076809683842,0.600613393019998,0.698066370588065,0.341916350046109,0.213762449962305,0.283450270454717,0.476576442067595,0.220658640811117,0.283095043289465,0.118165739172976,0.287960949081256,0.51344560359693,0.365844836369548,0.400580198838193,0.951506388989959,0.280340926195387,0.232995309486324,0.19212514283254,0,0.718747831342622,0.120044048241474,0.208475662816936,0.304252856987218,0.676241132990416,0,0.414199971067298,0.163322391657651,0,0.879722621891824,0.137546882254938,0.457839266164162,0.509409620666516,0.345083615008988,0.266209736559435,0.207256769335348,0.173787538527025,0.202550139856579,0.276254397735329,0.263038940540597,0.336701246270786,0.147538259135552,0.172622195588047,0,0.823972775403782
2016-02-05,0.307630032748658,0.629124921380763,0.454687731564239,0.340523563448026,0.481516420674065,0.613537906922514,0.790485960003336,0.934875993424434,0.48426532210943,0.51023787375916,0.854620543015827,3.73799458909088,0.702681552989918,0.482934441497755,0.211641167687996,0.278063844665326,0.462424854979164,0.209791928566616,0.356102679283381,0.119220027233858,0.303701733930124,0.862267354848408,0.503086402849992,0.578083907501793,0.835953004884342,0.279323707894264,0.309712085730045,0.172764949321926,0,0.770158017457198,0.12988976241967,0.205196139377968,0.334350522691146,0.652893263295966,0,0.434978535167679,0.167990197118988,0,0.799195028744282,0.13002090734265,0.482418735916638,0.44318156485955,0.278887570820305,0.260783514025454,0.265099131000115,0.164399000803325,0.219019273631276,0.261608810455529,0.3013434215102,0.356192053385978,0.119827285376952,0.200585115679088,0,0.766571045194139
2016-02-08,0.300626949702306,0.738591607774912,0.453215483590427,0.331156804930805,0.486162210849041,0.629391347004938,0.774046633030165,0.973497471335988,0.483210163368676,0.512770160436891,0.884928164321055,3.71413243279483,0.704027149284684,0.464724419070007,0.214602184027205,0.251618744435382,0.528866413084296,0.189909996953111,0.252184449476434,0.119968871025683,0.417929323836139,0.945787159363088,0.52918796626328,0.588705467203604,0.807826625358847,0.283357200258574,0.355751698937218,0.177969450041268,0,0.846625179693305,0.132819941862276,0.204772437352968,0.331266571302635,0.616534906532827,0,0.3650464857296,0.162297720426619,0,0.834991635104431,0.125753231839214,0.56157457731437,0.402140980309422,0.3341364479155,0.253402704579132,0.252394322388746,0.159263541567759,0.209823684245791,0.275280771110191,0.301108770470778,0.404417211918989,0.134253754533434,0.337064588310237,0,0.88872584971763
2016-02-09,0.280504469413846,0.757979389645354,0.447145024179994,0.331810281209421,0.30765713471319,0.59229142497587,0.774681294406503,0.954217077444105,0.47652431749082,0.503969801765307,0.890949854819692,3.78448222608181,0.669069732953714,0.467395533943803,0.242751077572536,0.250344495765522,0.535375151718124,0.189580946991631,0.246582425275713,0.139924263723372,0.427615657985509,0.978797922480744,0.546202643264607,0.582865787336428,0.830359594992383,0.268677457733919,0.385722711999565,0.188124088554269,0,0.85208583345774,0.140539998762355,0.211387146070322,0.342900560238743,0.63699792797674,0,0.389779680969158,0.217051581570439,0,0.840612407734029,0.157922940523012,0.564912295388499,0.424482982064365,0.326991785895514,0.241782475173409,0.24857022341358,0.16226676590802,0.221606123433688,0.275665454405079,0.283522840168178,0.408124079812998,0.133181873748903,0.337071102480735,0,0.890398113636951
2016-02-10,0.263086908453526,0.727727701688805,0.437573952324616,0.337482970390269,0.309619852626392,0.574342799629656,0.512212200835773,0.478778192197261,0.395596370049838,0.500847600828763,0.941154590265711,3.74649623501261,0.675019336826639,0.436704484179607,0.243343017934088,0.259038819355443,0.556603082823445,0.204835509639576,0.246692159377083,0.167993780137114,0.395459727971169,0.994272300224034,0.5486126775071,0.625386292047318,0.722417323346623,0.331260713205191,0.383946174761538,0.212667607225711,0,0.791335906437002,0.09805194650132,0.161902415438988,0.322488981681349,0.585386928589178,0,0.406226487780862,0.23540204449491,0,0.837541710301268,0.166116955724606,0.574057460357583,0.380441139948364,0.338145555902448,0.245523501546506,0.224371677799248,0.153479792492794,0.200734013304586,0.274436973788512,0.270452408572824,0.405801523470026,0.126457792756855,0.371156998939619,0,0.84953500591487
2016-02-11,0.212356302862818,0.817786042074154,0.238197368395161,0.236562613702115,0.233131141583736,0.570538486449202,0.48957522344153,0.44090920750392,0.371938644676061,0.528207947479256,0.939638580426762,3.72457720658223,0.556514100286644,0.3917806042787,0.164834212170129,0.217636645304609,0.543143044821959,0.198229214024082,0.20995513312466,0.160874946795936,0.387970247980446,0.913174912579596,0.44530526934581,0.566568813745048,0.730712459979434,0.310162346971523,0.318512701896967,0.217229026993857,0,0.700770979179794,0.191335413408228,0.186425504766282,0.32032026072742,0.558389357262766,0,0.363235121982265,0.227758725762481,0,0.764704121469735,0.154464783478722,0.394979678053675,0.322286964873398,0.336032023756149,0.221219499259723,0.20132494262502,0.0987982224161675,0.182943313703654,0.228536104885541,0.175891325563662,0.381139701105655,0.142507895740925,0.38453148789535,0,0.537835986961256
2016-02-12,0.24188043809614,0.770562088353132,0.280994027858469,0.273091488167889,0.233808758588696,0.552537834159159,0.504264392770154,0.393034663479163,0.353569666094017,0.674155465522612,1.06900074535247,3.72349406589632,0.553889961946105,0.405095285508586,0.150977188206746,0.281222097321428,0.534232790347667,0.213146914732424,0.210842478755498,0.187004260072472,0.442395957859834,0.903568470879806,0.473289728047367,0.616183530735126,0.740302776080336,0.321544834282364,0.370528278942426,0.183793970985482,0,0.699198748018024,0.214224854043222,0.189822145094412,0.327511409298322,0.660806087179748,0,0.4144829946588,0.234756600754399,0,0.736676664993804,0.158102511456556,0.443172175632842,0.366197714309848,0.371132078363545,0.253189686268803,0.237638344586651,0.132576595550417,0.20615776361463,0.364019710017981,0.202475883982886,0.395908351610574,0.133116097268126,0.361386130656767,0,0.596611585931759
2016-02-16,0.268703394900012,0.770648506681387,0.262411547243566,0.231501254814036,0.258369126797791,0.555114343043573,0.519948801754929,0.393227959076328,0.343635890502607,0.69200819840741,0.919352126219084,3.73648070735036,0.44522010639788,0.419331115181245,0.145195910465735,0.311313920277308,0.571327639582264,0.204125186538088,0.210388467004587,0.169809038887379,0.454033508695635,0.945173438486573,0.541312618069387,0.593864529859538,0.69466480241499,0.326811423312676,0.417132321642161,0.183508263069877,0,0.744730913917545,0.306150962030672,0.293657966703243,0.588219612157734,0.459690599277853,0,0.39055862888487,0.254626546613066,0,0.682649179969266,0.157176790880825,0.448145603708112,0.32240545635153,0.371453332226203,0.242934242704746,0.276571162093879,0.123564243286978,0.225815540124166,0.353991064872682,0.222530656107598,0.389855556713015,0.135976342923961,0.363542994671107,0,0.729584775232202
2016-02-17,0.29800330394219,0.908719679667383,0.294626831574545,0.261304037726527,0.249852559319141,0.653708919208893,0.50299737208305,0.468820402675762,0.299552310469225,0.696988217923787,0.972457694544674,3.76874998972337,0.438612213970249,0.440462651135065,0.139970370285128,0.3129618555491,0.569608145305619,0.205728899710088,0.205550771005023,0.168016358329816,0.449213898059361,0.987257694521269,0.562017933781686,0.642102917953001,0.574429114403014,0.341135937621013,0.427960853397418,0.118191558125845,0,0.72894054724742,0.305188405161023,0.275715608611489,0.564296181819814,0.474437758194062,0,0.391188934363126,0.2417228629206,0,0.604623002261786,0.122268561045123,0.447821622751864,0.313246910154485,0.344713140872401,0.241744469320187,0.304741074967581,0.132775310043081,0.233740466623761,0.362524077755651,0.252631749202288,0.402582398180493,0.111862115780636,0.417655136012622,0,0.783253154059542
2016-02-18,0.305446656622001,0.905607403372159,0.295242080065889,0.247101709090941,0.27434253618131,0.70619294591131,0.507957641127475,0.466494023796546,0.276940204093585,0.660015368177739,1.00489961908226,3.73595860376616,0.433013088721877,0.431192358479009,0.212887742731576,0.232198405213759,0.400569173647185,0.206595939188327,0.228382210888268,0.16343812355691,0.458280519768927,1.04202880732817,0.724137712807543,0.637652024098083,0.567265723907219,0.341301517988086,0.415086180057654,0.138303166092852,0,0.733521715776139,0.319210898719171,0.274914786236778,0.554754945980636,0.437553335870545,0,0.372901942839382,0.201107881881986,0,0.564040349169487,0.128312737030766,0.44857281059614,0.321352389052108,0.314369699372269,0.228632428848897,0.30529008499253,0.122096340593435,0.234387338482506,0.360053067763314,0.253715994282686,0.395855028914617,0.147445538413084,0.423983760334384,0,0.752500094719646
2016-02-19,0.220356421834308,0.801529271466981,0.207008859977218,0.245878041978085,0.223672619474525,0.525045883542767,0.340608232814149,0.346798376112481,0.189728112850274,0.613960538056378,0.883692120121601,0.758589625670718,0.342206740959505,0.183091448881104,0.212300486151166,0.227138225732687,0.590996261996606,0.205723002891066,0.112145908809393,0.160731020379456,0.439105715570772,0.816388205933109,0.578110932277466,0.430986088267898,0.559459090459612,0.328050234212319,0.34882661503678,0.157538041193504,0,0.644937131309634,0.322403394854329,0.278537212465567,0.506353515262291,0.437517747950428,0,0.341154048698608,0.202301817308812,0,0.638258836715291,0.134369979840919,0.421443760844978,0.291124981149158,0.314621782480655,0.219672898643751,0.231857454952867,0.119942872527977,0.201196780384234,0.352716319683984,0.187229795006536,0.369296100539472,0.150463191107449,0.414455576798015,0,0.762284158931651
2016-02-22,0.194136886538794,0.609901191291429,0.18150358262554,0.271378767992681,0.221783924088865,0.537189953020246,0.320541927311236,0.250693117838782,0.189801447648643,0.554321073262108,0.786819160956251,0.394116561574043,0.423324070657994,0.179558211138536,0.235460890341179,0.227077319868283,0.564018411884873,0.182138945092058,0.0939191507603339,0.160508789521742,0.283176234330474,0.571287520591093,0.441415034116304,0.356918279795747,0.583288419873903,0.308918921748754,0.218030627950668,0.161703288054121,0,0.433057627137052,0.339719320947709,0.275259570658163,0.469467721537809,0.439730526239221,0,0.314184906130723,0.187938646529187,0,0.607391832594698,0.137546688204406,0.276622704970545,0.312720583506773,0.280775039929372,0.219606428833724,0.194274596965858,0.115889698369975,0.182464560405289,0.323142654481754,0.158973261805769,0.174245747402466,0.16337506259172,0.270300363664483,0,0.60009622439332
2016-02-23,0.228393239729893,0.615110473400239,0.261109234490256,0.294060719061492,0.259832879958526,0.561117746522003,0.31877290592255,0.278393156945978,0.209202618705487,0.734774924268728,0.725495571677644,0.434237519967493,0.430800012522055,0.199446975687273,0.230237657545645,0.240554323330486,0.563952433549901,0.182832755134015,0.105816656221324,0.149338454722151,0.341855983347647,0.595955105710678,0.45188505853301,0.374430150831896,0.56674210346548,0.319765212445967,0.214530344899689,0.164009012365262,0,0.575480110625004,0.34583315665727,0.277638773004803,0.518036631721445,0.470238464387952,0,0.316602787794408,0.17460470543234,0,0.643993650963222,0.119798639508089,0.29856114981783,0.347546948192249,0.319680687599959,0.235002174994813,0.20183115863645,0.115713946333495,0.195054527658272,0.344931172926874,0.192216048144785,0.186766871897575,0.162598984914109,0.266134458009764,0,0.672579669398306
2016-02-24,0.22875285675454,0.538560452380264,0.259698414829608,0.273627078860707,0.267270190494925,0.562430298730882,0.326099350388744,0.277336877994639,0.206794136699686,0.729008580139802,0.755102028965,0.45194627153391,0.381853717528614,0.209561111803396,0.234336711647548,0.256211131100289,0.551688106299534,0.170544303220894,0.106335629088205,0.0995767345960147,0.342891232483115,0.592418419854046,0.436861912504353,0.344069185557953,0.534950698684295,0.199911628116087,0.21189633313461,0.166541438791005,0,0.583342092890542,0.344898577534702,0.277305933756804,0.518718685098744,0.441773911768091,0,0.308143557893851,0.163627898260438,0,0.632777888849282,0.122824947423303,0.275428733028566,0.345272400921009,0.315538209562064,0.229750454544183,0.194045676063471,0.11321410470334,0.192999828640258,0.342943003692622,0.191392787378653,0.194856151161328,0.163734362367224,0.251778044809233,0,0.668591774528553
2016-02-25,0.223927931013341,0.538265334954208,0.264270941512072,0.278191072862827,0.263374476859838,0.551749764762371,0.320460950180844,0.278226750564687,0.207785589902611,0.69206875455467,0.69813501007097,0.460619124948474,0.382936485687483,0.202048226975398,0.233885489429159,0.218845507175115,0.550733043635377,0.11841100308757,0.115724752249337,0.0909968292063929,0.339201289710867,0.744273383687137,0.422022219220601,0.335271098408402,0.540326516206887,0.19498144069712,0.175711129663818,0.192375664839284,0,0.580417875877561,0.266552701367191,0.223611204101652,0.501371221507216,0.43059586380667,0,0.291301242088164,0.160867682374644,0,0.583149729475564,0.114939660332122,0.233890643444289,0.341630650366758,0.277417095981609,0.179638838819172,0.185707356755143,0.0969914493725521,0.155896951981173,0.275241263416996,0.188040356067293,0.187287417013414,0.122449276125786,0.177798401973493,0,0.644836524427578
2016-02-26,0.223812318501993,0.527303936703662,0.276282181808805,0.27251282747761,0.26359601005044,0.55291540211016,0.32499032735416,0.280045945260393,0.207730645124146,0.602597867468823,0.497866453817568,0.476052622480162,0.351004384428987,0.206528104945707,0.268093811042565,0.228502061001001,0.546628018746943,0.137107173686993,0.128214837341947,0.152384345657282,0.311768199283887,0.759566520002482,0.455549031894354,0.302044127418052,0.509269208575401,0.200921333645726,0.175337303134793,0.256080361011436,0,0.57728024081789,0.267191981539823,0.250923709293559,0.50196966214798,0.342820966264,0,0.236688687838579,0.184337141153404,0,0.578390378870149,0.123796513472697,0.208974678882538,0.319896551133617,0.249541401352564,0.167281139056694,0.18652850272712,0.12848761284531,0.155983481071073,0.18943719976062,0.190359300343208,0.187444352655476,0.211570501509658,0.177293708854976,0,0.633055694765805
